csv_code,csv_name,csv_unit,idarticle,idunite,codearticle,stock_delete_clauses,inventaire_delete_clauses,log_delete_clauses,price_delete_clauses,zero_stock
21500433401,SUPER CONE 12*60 EN BOCAL,BOCAL,4200,5769,0040420000,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0040420000'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0040420000'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0040420000',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0040420000' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0040420000' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0040420000' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0040420000' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0040420000' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0040420000' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
21500401401,SWEET AFRICA POULET EN PACQUET,PACQUET,3902,5229,0040390200,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0040390200'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0040390200'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0040390200',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0040390200' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0040390200' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0040390200' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0040390200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0040390200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0040390200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23600370501,SWEET BOY PCE,PIECE,3609,4746,0140360900,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0140360900'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0140360900'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0140360900',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0140360900' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0140360900' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0140360900' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0140360900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0140360900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0140360900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
4645,TASY,PIECE,1133,1451,0100113300,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0100113300'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0100113300'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0100113300',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0100113300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0100113300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0100113300' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0100113300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0100113300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0100113300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
4645,TASY,PIECE,1134,1452,0100113400,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0100113400'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0100113400'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0100113400',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0100113400' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0100113400' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0100113400' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0100113400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0100113400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0100113400' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
15600279901,THERMOS 9111A 2L VY,PIECE,2731,3627,0030273100,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0030273100'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0030273100'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0030273100',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0030273100' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0030273100' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0030273100' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0030273100' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0030273100' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0030273100' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
15600269901,THERMOS VISTA 2L,PIECE,2637,3477,0030263700,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0030263700'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0030263700'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0030263700',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0030263700' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0030263700' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0030263700' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0030263700' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0030263700' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0030263700' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
21500361601,THON EN MIETTES 185G,PIECE,3522,4630,0040352200,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0040352200'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0040352200'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0040352200',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0040352200' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0040352200' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0040352200' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0040352200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0040352200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0040352200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23600445701,TIK TOK VETO ASSORTED POPS EN SACHET,SACHET,4315,5983,0140431500,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0140431500'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0140431500'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0140431500',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0140431500' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0140431500' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0140431500' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0140431500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0140431500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0140431500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
15600259001,TOMATE BOITE HELLO FASTE,BOITE,2529,3327,0030252900,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0030252900'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0030252900'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0030252900',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0030252900' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0030252900' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0030252900' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0030252900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0030252900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0030252900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
21500400301,TOMATE BOITE MAMA,BOITE,3891,5210,0040389100,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0040389100'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0040389100'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0040389100',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0040389100' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0040389100' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0040389100' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0040389100' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0040389100' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0040389100' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
21500381401,TOMATE EUROPA @ BOITE 70G,BOITE,3716,4913,0040371600,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0040371600'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0040371600'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0040371600',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0040371600' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0040371600' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0040371600' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0040371600' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0040371600' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0040371600' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
21500422101,TOMATE KENZY EN SACHET 50G,PIECE,1606,2117,0030160600,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0030160600'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0030160600'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0030160600',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0030160600' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0030160600' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0030160600' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0030160600' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0030160600' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0030160600' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
21500450901,TONGOLO BE 2 EME EN KILOS,KILOS,4365,6063,0040436500,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0040436500'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0040436500'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0040436500',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0040436500' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0040436500' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0040436500' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0040436500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0040436500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0040436500' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23600448501,TONGUE PAINTER JUMBO LOLLIPOP KIDDIES,SACHET,4343,6034,0140434300,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0140434300'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0140434300'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0140434300',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0140434300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0140434300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0140434300' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0140434300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0140434300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0140434300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23600446101,TONGUE PAINTER MONSTRE POP KIDDIES,SACHET,4319,5990,0140431900,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0140431900'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0140431900'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0140431900',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0140431900' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0140431900' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0140431900' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0140431900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0140431900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0140431900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
23600224901,TONGUE_DANCER (100PCS),BOCAL,2197,2928,0140219700,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0140219700'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0140219700'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0140219700',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0140219700' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0140219700' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0140219700' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0140219700' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0140219700' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0140219700' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
21500377001,TOP CAFE,PIECE,3673,4848,0040367300,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0040367300'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0040367300'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0040367300',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0040367300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0040367300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0040367300' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0040367300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0040367300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0040367300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
21500428901,TOP CAFFE MOKACHINNO 22G,PIECE,4161,5707,0040416100,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0040416100'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0040416100'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0040416100',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0040416100' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0040416100' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0040416100' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0040416100' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0040416100' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0040416100' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
3733,TORCHE AVEC BRIQUET,BOITE,4763,6764,0030476300,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0030476300'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0030476300'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0030476300',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0030476300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0030476300' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0030476300' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0030476300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0030476300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0030476300' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',DELETE FROM tb_prix WHERE idarticle=4763 AND idunite=6764 AND prix=0,TRUE
22000258101,TSARAMASO AVARATRA (EN KAPOAKA),KAPOAKA,2520,3311,0180252000,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0180252000'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0180252000'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0180252000',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0180252000' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0180252000' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0180252000' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0180252000' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0180252000' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0180252000' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
21500313801,TSARAMASO AVARATRA 25KG,SAC,3060,4006,0040306000,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0040306000'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0040306000'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0040306000',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0040306000' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0040306000' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0040306000' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0040306000' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0040306000' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0040306000' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
4976,TSARAMASO MENA,SAC,1628,2152,0170162800,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0170162800'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0170162800'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0170162800',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0170162800' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0170162800' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0170162800' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0170162800' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0170162800' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0170162800' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
22000317101,TSIASISA,KAPOAKA,3092,4056,0180309200,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0180309200'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0180309200'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0180309200',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0180309200' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0180309200' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0180309200' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0180309200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0180309200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0180309200' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
22000317101,TSIASISA,KAPOAKA,3170,4166,0180317000,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0180317000'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0180317000'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0180317000',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0180317000' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0180317000' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0180317000' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0180317000' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0180317000' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0180317000' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
22000317101,TSIASISA,KAPOAKA,4619,6513,0180461900,DELETE FROM tb_stock WHERE idmag=1 AND codearticle='0180461900'; DELETE FROM tb_stock WHERE idmag=2 AND codearticle='0180461900'; DELETE FROM tb_stock WHERE idmag=3 AND codearticle='0180461900',DELETE FROM tb_inventaire WHERE idmag=1 AND codearticle='0180461900' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=2 AND codearticle='0180461900' AND qtinventaire=0; DELETE FROM tb_inventaire WHERE idmag=3 AND codearticle='0180461900' AND qtinventaire=0,DELETE FROM tb_log_stock WHERE idmag=1 AND codearticle='0180461900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=2 AND codearticle='0180461900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ'; DELETE FROM tb_log_stock WHERE idmag=3 AND codearticle='0180461900' AND ancien_stock=0 AND nouveau_stock=0 AND type_action='Entrée en stock par inventaire de départ',,TRUE
